,code,date,거래대금,시가총액
766,064550,2021-07-19,391985,9012
767,205470,2021-07-19,356649,7118
768,248070,2021-07-19,344008,16161
769,035420,2021-07-19,312243,727685
770,137310,2021-07-16,1131295,62995
771,005930,2021-07-16,865953,4763886
772,293490,2021-07-16,823800,64558
773,035420,2021-07-16,562503,734255
774,057540,2021-07-16,562219,1683
775,035720,2021-07-16,539339,697802
776,011700,2021-07-16,385300,1375
777,000660,2021-07-16,352105,884522
778,042110,2021-07-16,348988,1413
779,020560,2021-07-16,325670,13877
780,005930,2021-07-15,1102123,4811644
781,035080,2021-07-15,1094881,7331
782,028300,2021-07-15,906960,39407
783,035720,2021-07-15,609995,708913
784,032820,2021-07-15,518757,4132
785,035420,2021-07-15,423310,737540
786,037270,2021-07-15,352408,4731
787,024740,2021-07-15,342708,1614
788,247540,2021-07-15,328998,59093
789,051910,2021-07-15,305650,577442
790,035080,2021-07-14,944795,7323
791,005930,2021-07-14,918601,4745976
792,009240,2021-07-14,608442,34475
793,035720,2021-07-14,539765,720025
794,205470,2021-07-14,519542,8350
795,035420,2021-07-14,410780,729327
796,352910,2021-07-14,368518,2307
797,024740,2021-07-14,360141,1584
798,005070,2021-07-14,345255,11173
799,011000,2021-07-14,342193,21284
800,352910,2021-07-13,814635,2335
801,005930,2021-07-13,788804,4763886
802,035420,2021-07-13,649710,724399
803,035720,2021-07-13,621959,715580
804,035080,2021-07-13,536743,5634
805,011000,2021-07-13,517949,20809
806,293490,2021-07-13,479306,62020
807,066970,2021-07-13,441716,31166
808,008350,2021-07-13,380480,5178
809,001470,2021-07-13,356905,5529
810,005930,2021-07-12,779142,4757916
811,035720,2021-07-12,520765,720025
812,293490,2021-07-12,482170,59707
813,024740,2021-07-12,438767,1419
814,001470,2021-07-12,421318,5316
815,014160,2021-07-12,383557,3826
816,205470,2021-07-12,327405,8470
817,000660,2021-07-12,298969,873602
818,034020,2021-07-12,239126,109057
819,069410,2021-07-12,227633,1659
820,005930,2021-07-09,1801821,4740006
821,205470,2021-07-09,1432301,8743
822,096530,2021-07-09,700601,45958
823,057880,2021-07-09,609854,2244
824,035720,2021-07-09,607243,713358
825,000660,2021-07-09,572864,869962
826,035420,2021-07-09,451210,682512
827,084650,2021-07-09,387748,3835
828,131370,2021-07-09,359081,6178
829,011200,2021-07-09,335686,154217
830,005930,2021-07-08,1338741,4769855
831,096530,2021-07-08,921320,47263
832,011000,2021-07-08,871136,23859
833,035720,2021-07-08,669968,723604
834,084650,2021-07-08,666253,3726
835,205470,2021-07-08,603400,7392
836,035420,2021-07-08,485767,693189
837,000660,2021-07-08,385948,884522
838,950130,2021-07-08,334887,12673
839,039420,2021-07-08,329968,1350
840,005930,2021-07-07,1289551,4823583
841,096530,2021-07-07,722144,46898
842,035720,2021-07-07,712189,714725
843,205470,2021-07-07,622404,6998
844,019170,2021-07-07,618017,34545
845,950130,2021-07-07,599613,12619
846,014160,2021-07-07,469815,3712
847,102460,2021-07-07,434796,12796
848,066570,2021-07-07,394946,270017
849,139670,2021-07-07,328828,3914
850,019170,2021-07-06,1032807,35499
851,005930,2021-07-06,982537,4847462
852,256840,2021-07-06,719051,6827
853,102460,2021-07-06,648442,12094
854,293490,2021-07-06,545789,56796
855,034020,2021-07-06,537695,111409
856,130660,2021-07-06,537483,5753
857,011200,2021-07-06,385474,162852
858,032820,2021-07-06,371164,3741
859,032300,2021-07-06,359058,6554
860,293490,2021-07-05,1609008,56710
861,019170,2021-07-05,1547577,50652
862,011200,2021-07-05,721464,166133
863,035720,2021-07-05,713617,696968
864,005930,2021-07-05,670346,4799704
865,032820,2021-07-05,482134,3621
866,038070,2021-07-05,480406,2319
867,011000,2021-07-05,456180,22956
868,139670,2021-07-05,433062,3481
869,058630,2021-07-05,361909,2208
870,011000,2021-07-02,1528299,22526
871,293490,2021-07-02,1403487,53427
872,102460,2021-07-02,783418,10492
873,005930,2021-07-02,701207,4775825
874,035720,2021-07-02,700991,708066
875,096770,2021-07-02,552738,249193
876,000660,2021-07-02,488166,891802
877,065440,2021-07-02,454466,1849
878,049480,2021-07-02,426547,2199
879,064550,2021-07-02,388223,6634
880,096770,2021-07-01,1498913,249193
881,005930,2021-07-01,1073188,4781795
882,035720,2021-07-01,748866,710286
883,011000,2021-07-01,469562,21080
884,006400,2021-07-01,433696,497851
885,096530,2021-07-01,430507,44652
886,000660,2021-07-01,417469,906362
887,151860,2021-07-01,372057,9072
888,185490,2021-07-01,301551,5180
889,361610,2021-07-01,281441,132968
890,011000,2021-06-30,1600302,21374
891,035720,2021-06-30,1178245,723604
892,005930,2021-06-30,1075902,4817614
893,000660,2021-06-30,557285,928202
894,007390,2021-06-30,475137,18560
895,093230,2021-06-30,473833,4732
896,035420,2021-06-30,399858,685798
897,096770,2021-06-30,383418,273234
898,352820,2021-06-30,293579,113870
899,037560,2021-06-30,278525,6993
900,352820,2021-06-29,1381293,109389
901,005930,2021-06-29,1277814,4835523
902,035720,2021-06-29,616177,701407
903,043910,2021-06-29,467390,1654
904,293490,2021-06-29,366211,44547
905,032300,2021-06-29,356349,5867
906,205470,2021-06-29,352421,6605
907,263750,2021-06-29,328012,49268
908,015020,2021-06-29,324465,3085
909,028050,2021-06-29,324264,46942
910,005930,2021-06-28,946992,4889251
911,035720,2021-06-28,798833,688089
912,019170,2021-06-28,472203,48109
913,001520,2021-06-28,453329,6360
914,011200,2021-06-28,445372,153008
915,042670,2021-06-28,358017,33407
916,357580,2021-06-28,338310,2038
917,007390,2021-06-28,311943,16780
918,028670,2021-06-28,309194,45759
919,000660,2021-06-28,305055,917282
920,035720,2021-06-25,1894550,685870
921,019170,2021-06-25,1333551,48374
922,005930,2021-06-25,1099149,4871342
923,028670,2021-06-25,720661,44208
924,011000,2021-06-25,648648,18753
925,035420,2021-06-25,566691,673478
926,130660,2021-06-25,563674,3846
927,950130,2021-06-25,549683,10513
928,011200,2021-06-25,363979,148691
929,205470,2021-06-25,339525,6536
930,035720,2021-06-24,3003628,696968
931,005930,2021-06-24,1515730,4847462
932,011000,2021-06-24,996150,18482
933,205470,2021-06-24,916806,6399
934,035420,2021-06-24,908784,689083
935,096530,2021-06-24,721005,44495
936,096770,2021-06-24,650496,271384
937,006340,2021-06-24,582371,2272
938,053290,2021-06-24,415101,4379
939,000270,2021-06-24,401007,367258
940,011000,2021-06-23,1510886,19544
941,035720,2021-06-23,1510337,752459
942,096530,2021-06-23,1333854,44286
943,035420,2021-06-23,1136241,695653
944,005930,2021-06-23,1110045,4781795
945,001440,2021-06-23,578389,27449
946,038070,2021-06-23,432509,1929
947,151860,2021-06-23,429155,8496
948,950130,2021-06-23,416506,9968
949,205470,2021-06-23,393834,5783
950,001440,2021-06-22,1031539,32074
951,005930,2021-06-22,942657,4775825
952,035720,2021-06-22,733349,705847
953,007390,2021-06-22,500989,16872
954,034020,2021-06-22,433802,113014
955,011000,2021-06-22,423172,15047
956,151860,2021-06-22,378899,7560
957,171090,2021-06-22,345319,2421
958,005380,2021-06-22,312358,514939
959,035420,2021-06-22,276996,642268
960,011000,2021-06-21,1352383,15025
961,035720,2021-06-21,1293048,688089
962,005930,2021-06-21,1282081,4769855
963,096530,2021-06-21,576349,39012
964,102460,2021-06-21,428207,8801
965,000660,2021-06-21,398860,888162
966,006340,2021-06-21,390932,2357
967,015760,2021-06-21,363542,160811
968,035420,2021-06-21,321309,652124
969,066570,2021-06-21,317981,262653
970,005930,2021-06-18,1202369,4805674
971,035720,2021-06-18,1193066,688089
972,011000,2021-06-18,1038217,13534
973,352820,2021-06-18,511572,111499
974,035420,2021-06-18,505641,653766
975,049480,2021-06-18,380499,1453
976,007390,2021-06-18,335105,13180
977,000660,2021-06-18,314308,906362
978,302440,2021-06-18,313803,116662
979,007110,2021-06-18,308696,2091
980,005930,2021-06-17,1132293,4829553
981,035720,2021-06-17,789253,657014
982,037560,2021-06-17,566294,6350
983,019170,2021-06-17,546493,43393
984,102280,2021-06-17,487072,2343
985,051910,2021-06-17,388643,589443
986,000300,2021-06-17,362565,2086
987,042110,2021-06-17,299069,1232
988,000660,2021-06-17,268808,920922
989,035420,2021-06-17,261201,639804
990,005930,2021-06-16,1223108,4883281
991,035720,2021-06-16,717397,634818
992,006340,2021-06-16,566511,2524
993,034020,2021-06-16,532147,103296
994,006910,2021-06-16,389897,2430
995,130660,2021-06-16,380907,3618
996,011200,2021-06-16,329766,155599
997,035420,2021-06-16,325826,642268
998,102280,2021-06-16,324396,2541
999,004410,2021-06-16,317519,1608
